model,model_label,accession,gene_name,organism,namespace,prompt_id,primary_error,sub_errors,hallucination_rate,n_predicted,n_ground_truth,n_correct,precision,recall,response_text,ground_truth,hallucinated_ids,missed_ids
llama3.1:8b,Llama 3.1 8B,O70491,STRA6,mouse,cellular_component,P4_cot,partial_match_high_recall,partial_hallucination|low_precision,0.333,3,1,1,0.333,1.0,"Let's break down the steps to determine the relevant Cellular Component GO terms for STRA6:

**Step 1: What is the protein's primary biochemical activity?**

The protein's primary biochemical activity is transporting retinol across the cell membrane, specifically accepting all-trans retinol from RBP",GO:0005886|plasma membrane,['GO:0031224'],[]
llama3.1:8b,Llama 3.1 8B,Q9BSQ5,CCM2,human,cellular_component,P5_selection,partial_match_high_recall,low_precision,0.0,4,2,1,0.25,0.5,"Based on the known function and characteristics of CCM2/Malcavernin protein, I would select the following GO Cellular Component terms that apply to this protein:

GO:0005634 | nucleus
GO:0005737 | cytoplasm
GO:0005886 | plasma membrane
GO:0016020 | membrane

These terms are consistent with the prote",GO:0005737|cytoplasm; GO:0005739|mitochondrion,[],['GO:0005739']
mixtral:8x7b,Mixtral 8x7B,P11491,PPB,yeast,cellular_component,P4_cot,complete_miss,partial_hallucination,0.333,6,1,0,0.0,0.0,"1. The primary biochemical activity of the PPB protein is phosphatase activity, as it is a repressible alkaline phosphatase enzyme with broad substrate specificity. It also has 6-phosphatase activity, particularly as a fructose-2,6-bisphosphate 6-phosphatase.
2. Based on the known function, this pro",GO:0000329|fungal-type vacuole membrane,"['GO:0044422', 'GO:0031323']",['GO:0000329']
mixtral:8x7b,Mixtral 8x7B,P14735,IDE,human,molecular_function,P1_zeroshot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.429,7,8,1,0.143,0.125,"1. GO:0004225 | peptidase activity
2. GO:0004222 | endopeptidase activity
3. GO:0016787 | metallopeptidase activity
4. GO:0008236 | insulin-degrading enzyme activity
5. GO:0030511 | amyloid-beta-peptide binding
6. GO:0042229 | antigen processing and presentation of peptide or polysaccharide antigen ",GO:0005524|ATP binding; GO:0004175|endopeptidase activity; GO:0042802|identical protein binding; GO:0043559|insulin binding; GO:0004222|metalloendopeptidase activity; GO:0042277|peptide binding; GO:00,"['GO:0042229', 'GO:0004225', 'GO:0030511']","['GO:0042277', 'GO:0042802', 'GO:0008270', 'GO:0042803', 'GO:0005524']"
mixtral:8x7b,Mixtral 8x7B,P31040,SDHA,human,biological_process,P2_constrained,complete_miss,high_hallucination,0.6,10,3,0,0.0,0.0,"GO:0006099 | succinate dehydrogenase complex assembly
GO:0006098 | electron transport chain
GO:0019666 | ubiquinone biosynthetic process
GO:0005743 | oxaloacetate metabolic process
GO:0006164 | succinate metabolic process
GO:0051981 | mitochondrial electron transport, cytochrome c to quinol
GO:20011",GO:0007399|nervous system development; GO:0022904|respiratory electron transport chain; GO:0006105|succinate metabolic process,"['GO:0051981', 'GO:0000382', 'GO:0019364', 'GO:0019666', 'GO:2001171']","['GO:0007399', 'GO:0006105', 'GO:0022904']"
mixtral:8x7b,Mixtral 8x7B,P22933,GBRD,mouse,cellular_component,P1_zeroshot,complete_miss,high_hallucination,0.625,8,5,0,0.0,0.0,"1. GO:0005886 | plasma membrane
2. GO:0016020 | membrane part
3. GO:0016021 | integral component of membrane
4. GO:0031224 | ion channel complex
5. GO:0098631 | ligand-gated ion channel complex
6. GO:0099016 | GABA-receptor complex
7. GO:0099513 | extracellular region
8. GO:0099514 | extracellular s",GO:0030424|axon; GO:0030425|dendrite; GO:0098982|GABA-ergic synapse; GO:0043025|neuronal cell body; GO:0045211|postsynaptic membrane,"['GO:0099016', 'GO:0031224', 'GO:0099514', 'GO:0016021', 'GO:0098631']","['GO:0030424', 'GO:0043025', 'GO:0098982', 'GO:0030425', 'GO:0045211']"
mixtral:8x7b,Mixtral 8x7B,P23874,HIPA,ecoli,molecular_function,P1_zeroshot,complete_miss,partial_hallucination,0.333,6,6,0,0.0,0.0,"1. GO:0004672 | protein serine/threonine kinase activity
2. GO:0005102 | protein binding
3. GO:0016772 | kinase activity
4. GO:0016301 | ATP binding
5. GO:0004713 | protein kinase activity
6. GO:0000165 | protein serine/threonine kinase activity, regulatory",GO:0005524|ATP binding; GO:0001217|DNA-binding transcription repressor activity; GO:0000287|magnesium ion binding; GO:0004674|protein serine/threonine kinase activity; GO:0043565|sequence-specific DNA,"['GO:0016772', 'GO:0000165']","['GO:0043565', 'GO:0004674', 'GO:0001217', 'GO:0000976', 'GO:0005524']"
mixtral:8x7b,Mixtral 8x7B,P85037,FOXK1,human,cellular_component,P3_fewshot,partial_match_high_recall,high_hallucination|low_precision,0.533,15,2,1,0.067,0.5,"GO:0005634 | nucleus
GO:0005633 | nucleoplasm
GO:0000786 | chromosome, centromeric region
GO:0000790 | nuclear chromatin
GO:0000976 | speckles, nuclear
GO:0001661 | cytosol
GO:0005829 | cytoskeleton
GO:0005886 | transcription factor complex
GO:0017055 | Wnt signaling pathway component
GO:0031410 | p",GO:0005737|cytoplasm; GO:0005634|nucleus,"['GO:0001661', 'GO:0005633', 'GO:0017055', 'GO:0098533', 'GO:1990234']",['GO:0005737']
mixtral:8x7b,Mixtral 8x7B,Q9CWW7,CXXC1,mouse,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.556,9,0,0,0.0,0.0,"1. GO:0006355 | Regulation of transcription, DNA-dependent
2. GO:0000122 | Transcriptional activator activity, RNA polymerase II-specific
3. GO:0000121 | Transcriptional activator activity, sequence-specific DNA binding
4. GO:0006351 | Regulation of transcription, DNA-templated
5. GO:0010468 | Posit",,"['GO:0000121', 'GO:0001566', 'GO:0044212', 'GO:0000125', 'GO:0001567']",[]
mixtral:8x7b,Mixtral 8x7B,P0A6T3,GAL1,ecoli,molecular_function,P5_selection,complete_miss,,0.0,2,2,0,0.0,0.0,"GO:0005524 | ATP binding
GO:0016740 | transferase activity",GO:0004335|galactokinase activity; GO:0000287|magnesium ion binding,[],"['GO:0000287', 'GO:0004335']"
mixtral:8x7b,Mixtral 8x7B,Q8NE86,MCU,human,molecular_function,P4_cot,complete_miss,high_hallucination,0.647,17,3,0,0.0,0.0,"1. The primary biochemical activity of the MCU protein is to form a calcium channel and facilitate calcium conduction across the mitochondrial inner membrane.
2. The MCU protein is involved in calcium uptake into the mitochondrial matrix, which plays key roles in cellular physiology such as regulati",GO:0005262|calcium channel activity; GO:0042802|identical protein binding; GO:0015292|uniporter activity,"['GO:0030021', 'GO:0030020', 'GO:0005214', 'GO:0030014', 'GO:0030013']","['GO:0005262', 'GO:0042802', 'GO:0015292']"
mixtral:8x7b,Mixtral 8x7B,P0AFG0,NUSG,ecoli,molecular_function,P3_fewshot,complete_miss,high_hallucination,0.812,16,0,0,0.0,0.0,"GO:0003677 | DNA binding
GO:0016563 | RNA binding
GO:0017111 | transcription elongation factor activity
GO:0017112 | transcription termination factor activity, Rho-independent
GO:0017151 | transcription regulatory region sequence-specific DNA binding
GO:0017153 | transcription coactivator activity
G",,"['GO:0090560', 'GO:0051060', 'GO:0030526', 'GO:1990243', 'GO:1903522']",[]
mixtral:8x7b,Mixtral 8x7B,P0A6S5,FTSB,ecoli,biological_process,P4_cot,partial_match_high_recall,high_hallucination|low_precision,0.571,7,2,1,0.143,0.5,"Step 1: The primary biochemical activity of protein FtsB is to act as an essential cell division protein. It is involved in linking together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic.

Ste",GO:0051301|cell division; GO:0043093|FtsZ-dependent cytokinesis,"['GO:0044403', 'GO:0031225', 'GO:0007049', 'GO:0000140']",['GO:0043093']
mixtral:8x7b,Mixtral 8x7B,Q8WWM9,CYGB,human,biological_process,P4_cot,complete_miss,high_hallucination,0.941,17,2,0,0.0,0.0,"1. The primary biochemical activity of CYGB is to bind and catalyze reactions with heme iron, which can vary depending on the redox conditions and oxygen availability. It also has nitric oxide dioxygenase (NOD) activity and can scavenge nitric oxide. Under hypoxic conditions, it may switch its funct",GO:0046210|nitric oxide catabolic process; GO:0019430|removal of superoxide radicals,"['GO:0055114', 'GO:0019433', 'GO:2001349', 'GO:2001342', 'GO:2001332']","['GO:0046210', 'GO:0019430']"
mixtral:8x7b,Mixtral 8x7B,P53218,POP6,yeast,cellular_component,P5_selection,partial_match_high_precision,low_recall,0.0,3,5,2,0.667,0.4,"1. GO:0005634 | nucleus
2. GO:0005829 | cytosol
3. GO:0005737 | cytoplasm

The protein POP6 is located in the nucleus (GO:0005634), cytosol (GO:0005829), and cytoplasm (GO:0005737) based on its known function as a component of ribonuclease P and RNase MRP. These protein complexes are involved in RNA",GO:0005829|cytosol; GO:0005655|nucleolar ribonuclease P complex; GO:0005634|nucleus; GO:0000172|ribonuclease MRP complex; GO:0005697|telomerase holoenzyme complex,[],"['GO:0005697', 'GO:0000172', 'GO:0005655']"
mixtral:8x7b,Mixtral 8x7B,Q7SZ56,TM218,zebrafish,biological_process,P1_zeroshot,complete_miss,partial_hallucination,0.5,2,3,0,0.0,0.0,"GO:0000226 | cilium organization
GO:0001539 | cilium assembly
GO:0",GO:0090660|cerebrospinal fluid circulation; GO:0039021|pronephric glomerulus development; GO:1901207|regulation of heart looping,['GO:0001539'],"['GO:0039021', 'GO:1901207', 'GO:0090660']"
mixtral:8x7b,Mixtral 8x7B,P32340,NDI1,yeast,cellular_component,P1_zeroshot,partial_match_high_recall,high_hallucination|low_precision,0.6,5,2,1,0.2,0.5,"1. GO:0005739 | mitochondrion
2. GO:0005746 | mitochondrial membrane
3. GO:0005751 | mitochondrial inner membrane
4. GO:0031966 | NADH dehydrogenase complex
5. GO:0044457 | NADH:ubiquinone oxidoreductase complex

This protein (NDI1) is located in the mitochondrion, specifically in the mitochondrial ",GO:0005759|mitochondrial matrix; GO:0005739|mitochondrion,"['GO:0005751', 'GO:0005746', 'GO:0044457']",['GO:0005759']
mixtral:8x7b,Mixtral 8x7B,P12242,UCP1,mouse,biological_process,P3_fewshot,complete_miss,high_hallucination,0.625,8,14,0,0.0,0.0,"1. GO:0006629 | fatty acid metabolic process
2. GO:0006631 | fatty acid beta-oxidation
3. GO:0015991 | mitochondrial transport
4. GO:0042759 | adaptive thermogenesis
5. GO:0045222 | regulation of reactive oxygen species metabolic process
6. GO:0055034 | uncoupling of mitochondrial membrane potential",GO:1990845|adaptive thermogenesis; GO:0050873|brown fat cell differentiation; GO:0070417|cellular response to cold; GO:0071398|cellular response to fatty acid; GO:0032870|cellular response to hormone ,"['GO:0071404', 'GO:0042759', 'GO:0015991', 'GO:0055034', 'GO:0045222']","['GO:0050873', 'GO:1990845', 'GO:0031667', 'GO:0071398', 'GO:0070417']"
mixtral:8x7b,Mixtral 8x7B,Q9DBR7,MYPT1,mouse,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.571,28,2,0,0.0,0.0,"GO:0005861 | phosphatase binding
GO:0005975 | protein binding
GO:0046328 | regulation of protein phosphatase activity
GO:0000026 | regulation of myosin light chain phosphatase activity
GO:0007049 | regulation of protein serine/threonine kinase activity
GO:0006470 | protein phosphorylation
GO:0043062",GO:0071466|cellular response to xenobiotic stimulus; GO:0046822|regulation of nucleocytoplasmic transport,"['GO:0007049', 'GO:0031323', 'GO:0007161', 'GO:0007046', 'GO:0051253']","['GO:0071466', 'GO:0046822']"
mixtral:8x7b,Mixtral 8x7B,Q9CWE6,OOEP,mouse,cellular_component,P2_constrained,empty_response,no_go_ids_extracted,0.0,0,6,0,0.0,0.0,"GO:550689 | cytoplasm
GO:557648 | cytoplasmic lattice
GO:5578 | cytoplasmic part
GO:995641 | subcortical maternal complex
GO:995642 | DNA replication fork
GO:995643 | chromosomal region",GO:0045177|apical part of cell; GO:0005938|cell cortex; GO:0140095|cytoplasmic lattice; GO:0005634|nucleus; GO:0032991|protein-containing complex; GO:0106333|subcortical maternal complex,[],[]
mixtral:8x7b,Mixtral 8x7B,P0AAA7,WZXE,ecoli,cellular_component,P2_constrained,partial_match_high_recall,partial_hallucination|low_precision,0.5,6,1,1,0.167,1.0,"GO:0019835 | inner membrane
GO:0009265 | cytoplasmic membrane
GO:0005886 | plasma membrane
GO:0009273 | bacterial outer membrane
GO:0005887 | cellular outer membrane
GO:0045121 | integral component of membrane",GO:0005886|plasma membrane,"['GO:0019835', 'GO:0009265', 'GO:0005887']",[]
mixtral:8x7b,Mixtral 8x7B,P09211,GSTP1,human,molecular_function,P2_constrained,partial_match_poor,high_hallucination|low_recall|low_precision,0.75,4,5,1,0.25,0.2,"GO:0004364 | glutathione transferase activity
GO:0016674 | glutathione peroxidase activity
GO:0016771 | peroxidase activity
GO:0052719 | glutathione-dependent peroxidase activity",GO:0035731|dinitrosyl-iron complex binding; GO:0005504|fatty acid binding; GO:0004602|glutathione peroxidase activity; GO:0004364|glutathione transferase activity; GO:0035730|S-nitrosoglutathione bind,"['GO:0016674', 'GO:0052719', 'GO:0016771']","['GO:0005504', 'GO:0035731', 'GO:0004602', 'GO:0035730']"
mixtral:8x7b,Mixtral 8x7B,Q12676,FOLD,yeast,biological_process,P5_selection,complete_miss,,0.0,1,1,0,0.0,0.0,"1. GO:0006468 | protein phosphorylation
2. GO:0",GO:0009396|folic acid-containing compound biosynthetic process,[],['GO:0009396']
mixtral:8x7b,Mixtral 8x7B,Q9UHE5,NAT8,human,biological_process,P4_cot,complete_miss,high_hallucination,0.75,16,2,0,0.0,0.0,"----
Step 1: The protein's primary biochemical activity is N-acetyltransferase activity, specifically it catalyzes the N6-acetylation of lysine residues in the lumen of the endoplasmic reticulum (ER) using acetyl-CoA as acetyl donor. It also acetylates the free alpha-amino group of cysteine S-conjug",GO:0018003|peptidyl-lysine N6-acetylation; GO:0010628|positive regulation of gene expression,"['GO:0032388', 'GO:0051055', 'GO:0016036', 'GO:0051050', 'GO:0032386']","['GO:0010628', 'GO:0018003']"
mixtral:8x7b,Mixtral 8x7B,P07249,ARGR1,yeast,cellular_component,P5_selection,partial_match_high_recall,low_precision,0.0,3,1,1,0.333,1.0,"1. GO:0005634 | nucleus
2. GO:0005829 | cytosol
3. GO:0005737 | cytoplasm

The protein ARGR1 is known to be involved in the coordination of arginine anabolic and catabolic genes' expression in response to arginine, but there is no specific information provided about its cellular component or localiz",GO:0005634|nucleus,[],[]
mixtral:8x7b,Mixtral 8x7B,Q01702,DLX3B,zebrafish,cellular_component,P4_cot,complete_miss,partial_hallucination,0.5,26,0,0,0.0,0.0,"‍Step 1: The protein DLX3B is a Homeobox protein, which suggests that its primary biochemical activity is as a transcription factor, binding to DNA and regulating gene expression.

Step 2: Based on the known function of DLX3B being involved in the development of the inner ear, it likely functions in",,"['GO:0031980', 'GO:0034363', 'GO:0000778', 'GO:0000787', 'GO:0005878']",[]
mixtral:8x7b,Mixtral 8x7B,Q03153,ATP25,yeast,cellular_component,P3_fewshot,complete_miss,high_hallucination,0.571,7,2,0,0.0,0.0,"GO:0005737 | cytoplasm
GO:0005740 | mitochondrion
GO:0016224 | mRNA surveillance protein complex
GO:0032440 | 90S preribosome, large subunit precursor
GO:0032441 | 90S preribosome
GO:0032443 | preribosome
GO:0044458 | cytoplasmic stress granule",GO:0005743|mitochondrial inner membrane; GO:0005739|mitochondrion,"['GO:0032441', 'GO:0016224', 'GO:0032440', 'GO:0032443']","['GO:0005739', 'GO:0005743']"
mixtral:8x7b,Mixtral 8x7B,P13669,MNGR,ecoli,molecular_function,P4_cot,complete_miss,high_hallucination,0.667,6,1,0,0.0,0.0,"step 1: The protein MNGR is a repressor, which means its primary biochemical activity is to bind to DNA and prevent the transcription of certain genes.

step 2: The protein MNGR regulates the expression of mngA and mngB, and its own expression. It is also responsive to fatty acyl signals.

step 3: B",GO:0003700|DNA-binding transcription factor activity,"['GO:0045449', 'GO:0009896', 'GO:0005103', 'GO:0005215']",['GO:0003700']
mixtral:8x7b,Mixtral 8x7B,P53549,PRS10,yeast,molecular_function,P4_cot,complete_miss,partial_hallucination,0.5,6,2,0,0.0,0.0,"Step 1: The protein PRS10 (26S proteasome subunit RPT4) is a part of the 26S proteasome, which is involved in the ATP-dependent degradation of ubiquitinated proteins. The primary biochemical activity of this protein is ATP hydrolysis.

Step 2: PRS10, as a subunit of the 26S proteasome regulatory com",GO:0019904|protein domain specific binding; GO:0031625|ubiquitin protein ligase binding,"['GO:0016488', 'GO:0008237', 'GO:0043169']","['GO:0019904', 'GO:0031625']"
mixtral:8x7b,Mixtral 8x7B,P10601,PAHO,mouse,molecular_function,P4_cot,complete_miss,high_hallucination,0.667,6,1,0,0.0,0.0,"✓ Step 1: The primary biochemical activity of the Pancreatic polypeptide prohormone (PAHO) is to produce and process the Pancreatic polypeptide hormone.

✓ Step 2: PAHO participates in molecular processes such as hormone precursor synthesis, proteolytic processing, and regulation of pancreatic and g",GO:0001664|G protein-coupled receptor binding,"['GO:0051095', 'GO:0030665', 'GO:0042408', 'GO:0006486']",['GO:0001664']
mixtral:8x7b,Mixtral 8x7B,Q9D708,S10AG,mouse,molecular_function,P2_constrained,partial_match_high_recall,high_hallucination|low_precision,0.667,3,2,1,0.333,0.5,"GO:0005509 | calcium ion binding
GO:0043169 | calmodulin binding
GO:0051057 | protein homodimerization activity",GO:0005509|calcium ion binding; GO:0042802|identical protein binding,"['GO:0051057', 'GO:0043169']",['GO:0042802']
mixtral:8x7b,Mixtral 8x7B,Q98862,IHH,zebrafish,cellular_component,P4_cot,complete_miss,partial_hallucination,0.4,5,0,0,0.0,0.0,"1. The primary biochemical activity of IHH protein is a signaling molecule, specifically an inducer of hedgehog signaling pathway. It is a member of the Hedgehog family of proteins that bind to patched receptors and modulate downstream signaling events.

2. IHH participates in molecular processes in",,"['GO:0005792', 'GO:0043234']",[]
mixtral:8x7b,Mixtral 8x7B,P0AAA7,WZXE,ecoli,molecular_function,P4_cot,complete_hallucination,high_hallucination,1.0,4,1,0,0.0,0.0,"----
Step 1: The primary biochemical activity of protein WZXE (Lipid III flippase) is to catalyze the transbilayer movement (flipping) of lipid III (Und-PP-GlcNAc-ManNAcA-Fuc4NAc) from the inner to the outer leaflet of the cytoplasmic membrane.

Step 2: This protein is involved in the assembly of en",GO:0140303|intramembrane lipid transporter activity,"['GO:0016223', 'GO:0004123', 'GO:0052131', 'GO:0008754']",['GO:0140303']
mixtral:8x7b,Mixtral 8x7B,P0AAD8,TDCC,ecoli,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.833,6,3,0,0.0,0.0,"GO:0015312 | symporter activity
GO:0005215 | transmembrane transporter activity
GO:0005372 | amino acid transmembrane transporter activity
GO:0015711 | proton-coupled amino acid transmembrane transporter activity
GO:0042167 | proton-coupled symporter activity
GO:0015177 | amino acid:proton symporter",GO:0015194|L-serine transmembrane transporter activity; GO:0015195|L-threonine transmembrane transporter activity; GO:0015295|solute:proton symporter activity,"['GO:0005372', 'GO:0042167', 'GO:0015177', 'GO:0005215', 'GO:0015312']","['GO:0015194', 'GO:0015295', 'GO:0015195']"
mixtral:8x7b,Mixtral 8x7B,Q12427,STB3,yeast,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.8,5,3,0,0.0,0.0,"GO:0003677 | transcription corepressor activity
GO:0005515 | protein binding
GO:0016563 | histone deacetylase binding
GO:0030528 | RNA polymerase II transcription repressor complex
GO:0043967 | transcription regulatory region sequence-specific DNA binding","GO:0001228|DNA-binding transcription activator activity, RNA polymerase II-specific; GO:0043565|sequence-specific DNA binding; GO:0000976|transcription cis-regulatory region binding","['GO:0016563', 'GO:0030528', 'GO:0043967', 'GO:0005515']","['GO:0043565', 'GO:0000976', 'GO:0001228']"
mixtral:8x7b,Mixtral 8x7B,P97391,PA2G5,mouse,molecular_function,P5_selection,complete_miss,,0.0,4,2,0,0.0,0.0,"1. GO:0016787 | hydrolase activity
2. GO:0008270 | zinc ion binding
3. GO:0005524 | ATP binding (indirectly, through enzymatic activity)
4. GO:0046872 | metal ion binding (specifically, zinc ion)

The protein PA2G5 is a phospholipase A2 group V, which primarily targets extracellular phospholipids an",GO:0004623|phospholipase A2 activity; GO:0005102|signaling receptor binding,[],"['GO:0004623', 'GO:0005102']"
mixtral:8x7b,Mixtral 8x7B,P0AEY5,MDAB,ecoli,molecular_function,P3_fewshot,complete_miss,high_hallucination,0.75,4,2,0,0.0,0.0,"GO:0004022 | NAD(P)H dehydrogenase (quinone) activity
GO:0016491 | oxidoreductase activity, acting on the CH-NH group of donors
GO:0052895 | oxidoreductase activity, acting on NAD(P)H, quinone as acceptor
GO:0016651 | quinone reductase activity",GO:0050660|flavin adenine dinucleotide binding; GO:0008753|NADPH dehydrogenase (quinone) activity,"['GO:0016651', 'GO:0052895', 'GO:0004022']","['GO:0050660', 'GO:0008753']"
mixtral:8x7b,Mixtral 8x7B,Q5XJ34,KC15L,zebrafish,molecular_function,P2_constrained,complete_miss,high_hallucination,0.778,9,0,0,0.0,0.0,"GO:0003677 | DNA binding
GO:0005488 | zinc ion binding
GO:0016563 | calmodulin binding
GO:0017076 | sequence-specific DNA binding
GO:0030528 | transcriptional repressor activity, RNA polymerase II-specific
GO:0043169 | protein binding involved in protein folding
GO:0043170 | chaperone binding
GO:004",,"['GO:0005488', 'GO:0043170', 'GO:0017076', 'GO:0016563', 'GO:0030528']",[]
mixtral:8x7b,Mixtral 8x7B,P0A8S1,ARGP,ecoli,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.857,21,3,0,0.0,0.0,"GO:0006355 | regulation of transcription, DNA-templated
GO:0006357 | positive regulation of transcription from RNA polymerase II promoter
GO:0000165 | arginine metabolic process
GO:0000170 | lysine metabolic process
GO:0000164 | regulation of arginine metabolic process
GO:0000171 | regulation of lys",GO:0032297|negative regulation of DNA-templated DNA replication initiation; GO:0045892|negative regulation of DNA-templated transcription; GO:0045893|positive regulation of DNA-templated transcription,"['GO:0000164', 'GO:0006521', 'GO:0051252', 'GO:0000165', 'GO:0006526']","['GO:0045892', 'GO:0032297', 'GO:0045893']"
mixtral:8x7b,Mixtral 8x7B,Q6QA32,DHB3,zebrafish,cellular_component,P1_zeroshot,complete_miss,high_hallucination,0.65,20,1,0,0.0,0.0,"1. GO:0005634 | nucleus
2. GO:0005737 | endoplasmic reticulum
3. GO:0005778 | endoplasmic reticulum membrane
4. GO:0008044 | cytoplasm
5. GO:0016021 | membrane-bounded organelle
6. GO:0016020 | intracellular membrane-bounded organelle
7. GO:0022625 | membrane
8. GO:0031965 | organelle membrane
9. GO",GO:0005783|endoplasmic reticulum,"['GO:0044425', 'GO:1900129', 'GO:0005778', 'GO:0098590', 'GO:0043227']",['GO:0005783']
mixtral:8x7b,Mixtral 8x7B,Q64436,ATP4A,mouse,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.6,5,1,0,0.0,0.0,"1. GO:0015081 | proton pumping ATPase activity
2. GO:0042623 | inorganic cation transmembrane transporter activity
3. GO:0005524 | ATPase activity, coupled to transmembrane movement of ions
4. GO:0046960 | H+/K+ exchanging ATPase activity
5. GO:0016830 | cation transmembrane transporter activity, co",GO:0008900|P-type potassium:proton transporter activity,"['GO:0046960', 'GO:0042623', 'GO:0016830']",['GO:0008900']
mixtral:8x7b,Mixtral 8x7B,Q6Q420,RS15A,zebrafish,cellular_component,P5_selection,complete_miss,,0.0,4,0,0,0.0,0.0,"1. GO:0005634 | nucleus
2. GO:0005737 | cytoplasm
3. GO:0005874 | microtubule (part of the SSU processome)
4. GO:0070062 | extracellular exosome (by similarity, involved in targeted degradation of pre-ribosomal RNA by the RNA exosome)",,[],[]
mixtral:8x7b,Mixtral 8x7B,P77239,CUSB,ecoli,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.8,5,3,0,0.0,0.0,"GO:0005212 | cation transmembrane transporter activity
GO:0015075 | metal ion transmembrane transporter activity
GO:0015198 | transition metal ion transmembrane transporter activity
GO:0022891 | cation transporter activity
GO:0023559 | metal ion transporter activity
GO:0",GO:0005507|copper ion binding; GO:0005375|copper ion transmembrane transporter activity; GO:0046914|transition metal ion binding,"['GO:0015198', 'GO:0023559', 'GO:0022891', 'GO:0015075']","['GO:0005375', 'GO:0005507', 'GO:0046914']"
mixtral:8x7b,Mixtral 8x7B,Q12438,GLRX6,yeast,molecular_function,P4_cot,complete_miss,high_hallucination,0.857,7,3,0,0.0,0.0,"1. The protein GLRX6 belongs to the glutaredoxin family, which are small oxidoreductases that utilize glutathione (GSH) to reduce disulfide bonds and protect against oxidative stress.
2. GLRX6 is involved in various molecular processes, including maintaining cellular redox homeostasis, protecting ag","GO:0051537|2 iron, 2 sulfur cluster binding; GO:0004362|glutathione-disulfide reductase (NADPH) activity; GO:0005506|iron ion binding","['GO:0016987', 'GO:0055136', 'GO:0016648', 'GO:0015035', 'GO:0016209']","['GO:0051537', 'GO:0004362', 'GO:0005506']"
mixtral:8x7b,Mixtral 8x7B,E9QAG8,ZN431,mouse,molecular_function,P3_fewshot,complete_miss,high_hallucination,0.571,7,3,0,0.0,0.0,"GO:0003700 | DNA-binding transcription factor activity
GO:0046872 | metal ion binding
GO:0003779 | zinc ion binding
GO:0001228 | sequence-specific DNA binding
GO:0043169 | transcriptional repressor activity, RNA polymerase II-specific
GO:0016563 | histone deacetylase binding
GO:0045449 | protein bin",GO:0003682|chromatin binding; GO:0042826|histone deacetylase binding; GO:0000978|RNA polymerase II cis-regulatory region sequence-specific DNA binding,"['GO:0045449', 'GO:0016563', 'GO:0003779', 'GO:0043169']","['GO:0042826', 'GO:0000978', 'GO:0003682']"
mixtral:8x7b,Mixtral 8x7B,P77434,ALAC,ecoli,cellular_component,P3_fewshot,complete_miss,,0.0,3,0,0,0.0,0.0,"GO:0005737 | cytoplasm
GO:0005829 | cytosol
GO:0005634 | periplasmic space

The protein ALAC, also known as glutamate-pyruvate aminotransferase AlaC, is involved in the biosynthesis of alanine in Escherichia coli (strain K12). The enzyme catalyzes the transamination of pyruvate by glutamate, leading",,[],[]
mixtral:8x7b,Mixtral 8x7B,P0A8S1,ARGP,ecoli,cellular_component,P2_constrained,complete_miss,partial_hallucination,0.4,5,0,0,0.0,0.0,"GO:0005634 | nucleus
GO:0000288 | DNA binding
GO:0005737 | DNA
GO:0000165 | chromosome
GO:0000170 | origin of replication",,"['GO:0000170', 'GO:0000165']",[]
mixtral:8x7b,Mixtral 8x7B,Q4KMP7,TB10B,human,cellular_component,P5_selection,partial_match_high_recall,partial_hallucination|low_precision,0.125,8,1,1,0.125,1.0," Based on the information provided, TB10B is a GTPase-activating protein that acts on specific RAB proteins. The function of TB10B does not provide direct information about its cellular location. However, GTPase-activating proteins (GAPs) are typically located in the cytosol or associated with membr",GO:0005886|plasma membrane,['GO:0005778'],[]
mixtral:8x7b,Mixtral 8x7B,P0A9X4,MREB,ecoli,biological_process,P4_cot,complete_hallucination,high_hallucination,1.0,2,4,0,0.0,0.0,"1. The primary biochemical activity of protein MREB is to form membrane-associated dynamic filaments.
2. This protein participates in molecular processes related to cell shape determination, regulation of cell wall synthesis, cell elongation, and targeting cell wall growth to specific regions of the",GO:0043093|FtsZ-dependent cytokinesis; GO:0051782|negative regulation of cell division; GO:0008360|regulation of cell shape; GO:0051983|regulation of chromosome segregation,"['GO:0051272', 'GO:0000163']","['GO:0043093', 'GO:0051782', 'GO:0051983', 'GO:0008360']"
