"model","accession","gene_name","organism","namespace","prompt_id","llm_sim"
"Llama 3.1 8B","P16926","MREC","ecoli","cellular_component","P5_selection",0.687
"Llama 3.1 8B","Q46855","YQHC","ecoli","molecular_function","P1_zeroshot",0.8
"Llama 3.1 8B","Q46855","YQHC","ecoli","molecular_function","P2_constrained",0.595
"Llama 3.1 8B","Q46855","YQHC","ecoli","molecular_function","P3_fewshot",0.593
"Llama 3.1 8B","Q46855","YQHC","ecoli","molecular_function","P4_cot",0.503
"Llama 3.1 8B","Q46855","YQHC","ecoli","molecular_function","P5_selection",0.569
"Llama 3.1 8B","Q46855","YQHC","ecoli","biological_process","P1_zeroshot",0.698
"Llama 3.1 8B","Q46855","YQHC","ecoli","biological_process","P2_constrained",0.73
"Llama 3.1 8B","Q46855","YQHC","ecoli","biological_process","P3_fewshot",0.698
"Llama 3.1 8B","Q46855","YQHC","ecoli","biological_process","P4_cot",0.698
"Llama 3.1 8B","Q46855","YQHC","ecoli","biological_process","P5_selection",0.926
"Llama 3.1 8B","P23909","MUTS","ecoli","molecular_function","P1_zeroshot",0.332
"Llama 3.1 8B","P23909","MUTS","ecoli","molecular_function","P2_constrained",0.298
"Llama 3.1 8B","P23909","MUTS","ecoli","molecular_function","P3_fewshot",0.61
"Llama 3.1 8B","P23909","MUTS","ecoli","molecular_function","P4_cot",0.357
"Llama 3.1 8B","P23909","MUTS","ecoli","molecular_function","P5_selection",0.642
"Llama 3.1 8B","P23909","MUTS","ecoli","biological_process","P1_zeroshot",0.533
"Llama 3.1 8B","P23909","MUTS","ecoli","biological_process","P2_constrained",0.447
"Llama 3.1 8B","P23909","MUTS","ecoli","biological_process","P3_fewshot",0.362
"Llama 3.1 8B","P23909","MUTS","ecoli","biological_process","P4_cot",0.702
"Llama 3.1 8B","P23909","MUTS","ecoli","biological_process","P5_selection",0.638
"Llama 3.1 8B","P23909","MUTS","ecoli","cellular_component","P1_zeroshot",0.346
"Llama 3.1 8B","P23909","MUTS","ecoli","cellular_component","P2_constrained",0.339
"Llama 3.1 8B","P23909","MUTS","ecoli","cellular_component","P3_fewshot",0.49
"Llama 3.1 8B","P23909","MUTS","ecoli","cellular_component","P4_cot",0.269
"Llama 3.1 8B","P23909","MUTS","ecoli","cellular_component","P5_selection",0.357
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","molecular_function","P1_zeroshot",0.437
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","molecular_function","P2_constrained",0.348
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","molecular_function","P3_fewshot",0.798
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","molecular_function","P4_cot",0.467
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","molecular_function","P5_selection",0.617
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","biological_process","P1_zeroshot",0.263
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","biological_process","P2_constrained",0.341
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","biological_process","P3_fewshot",0.119
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","biological_process","P4_cot",0.314
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","biological_process","P5_selection",0.263
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","cellular_component","P1_zeroshot",0.529
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","cellular_component","P2_constrained",0.278
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","cellular_component","P3_fewshot",0.615
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","cellular_component","P4_cot",0.433
"Llama 3.1 8B","P0A9P0","DLDH","ecoli","cellular_component","P5_selection",0.772
"Llama 3.1 8B","P76658","HLDE","ecoli","molecular_function","P1_zeroshot",0.186
"Llama 3.1 8B","P76658","HLDE","ecoli","molecular_function","P2_constrained",0.206
"Llama 3.1 8B","P76658","HLDE","ecoli","molecular_function","P3_fewshot",0.309
"Llama 3.1 8B","P76658","HLDE","ecoli","molecular_function","P4_cot",0.323
"Llama 3.1 8B","P76658","HLDE","ecoli","molecular_function","P5_selection",0.415
"Llama 3.1 8B","P76658","HLDE","ecoli","biological_process","P1_zeroshot",0.176
"Llama 3.1 8B","P76658","HLDE","ecoli","biological_process","P2_constrained",0.311
"Llama 3.1 8B","P76658","HLDE","ecoli","biological_process","P3_fewshot",0.204
"Llama 3.1 8B","P76658","HLDE","ecoli","biological_process","P4_cot",0.14
"Llama 3.1 8B","P76658","HLDE","ecoli","biological_process","P5_selection",0.169
"Llama 3.1 8B","P76658","HLDE","ecoli","cellular_component","P1_zeroshot",0.38
"Llama 3.1 8B","P76658","HLDE","ecoli","cellular_component","P2_constrained",0.38
"Llama 3.1 8B","P76658","HLDE","ecoli","cellular_component","P3_fewshot",1
"Llama 3.1 8B","P76658","HLDE","ecoli","cellular_component","P4_cot",0.319
"Llama 3.1 8B","P76658","HLDE","ecoli","cellular_component","P5_selection",1
"Llama 3.1 8B","P33591","NIKB","ecoli","molecular_function","P1_zeroshot",0.193
"Llama 3.1 8B","P33591","NIKB","ecoli","molecular_function","P2_constrained",0.072
"Llama 3.1 8B","P33591","NIKB","ecoli","molecular_function","P3_fewshot",0.19
"Llama 3.1 8B","P33591","NIKB","ecoli","molecular_function","P4_cot",0.273
"Llama 3.1 8B","P33591","NIKB","ecoli","molecular_function","P5_selection",0.354
"Llama 3.1 8B","P33591","NIKB","ecoli","biological_process","P1_zeroshot",0.324
"Llama 3.1 8B","P33591","NIKB","ecoli","biological_process","P2_constrained",0.324
"Llama 3.1 8B","P33591","NIKB","ecoli","biological_process","P3_fewshot",0.434
"Llama 3.1 8B","P33591","NIKB","ecoli","biological_process","P4_cot",0.434
"Llama 3.1 8B","P33591","NIKB","ecoli","biological_process","P5_selection",0.324
"Llama 3.1 8B","P33591","NIKB","ecoli","cellular_component","P1_zeroshot",1
"Llama 3.1 8B","P33591","NIKB","ecoli","cellular_component","P2_constrained",0.457
"Llama 3.1 8B","P33591","NIKB","ecoli","cellular_component","P3_fewshot",0.559
"Llama 3.1 8B","P33591","NIKB","ecoli","cellular_component","P4_cot",0.457
"Llama 3.1 8B","P33591","NIKB","ecoli","cellular_component","P5_selection",1
"Llama 3.1 8B","P09151","LEU1","ecoli","molecular_function","P1_zeroshot",0.311
"Llama 3.1 8B","P09151","LEU1","ecoli","molecular_function","P2_constrained",0.139
"Llama 3.1 8B","P09151","LEU1","ecoli","molecular_function","P3_fewshot",0.311
"Llama 3.1 8B","P09151","LEU1","ecoli","molecular_function","P4_cot",0.173
"Llama 3.1 8B","P09151","LEU1","ecoli","molecular_function","P5_selection",0.573
"Llama 3.1 8B","P09151","LEU1","ecoli","biological_process","P1_zeroshot",0.378
"Llama 3.1 8B","P09151","LEU1","ecoli","biological_process","P2_constrained",0.378
"Llama 3.1 8B","P09151","LEU1","ecoli","biological_process","P3_fewshot",0.306
"Llama 3.1 8B","P09151","LEU1","ecoli","biological_process","P4_cot",0.332
"Llama 3.1 8B","P09151","LEU1","ecoli","cellular_component","P1_zeroshot",0.841
"Llama 3.1 8B","P09151","LEU1","ecoli","cellular_component","P2_constrained",0.38
"Llama 3.1 8B","P09151","LEU1","ecoli","cellular_component","P3_fewshot",1
"Llama 3.1 8B","P09151","LEU1","ecoli","cellular_component","P4_cot",1
"Llama 3.1 8B","P09151","LEU1","ecoli","cellular_component","P5_selection",1
"Llama 3.1 8B","P76037","PUUP","ecoli","molecular_function","P1_zeroshot",0.045
"Llama 3.1 8B","P76037","PUUP","ecoli","molecular_function","P2_constrained",0.025
"Llama 3.1 8B","P76037","PUUP","ecoli","molecular_function","P3_fewshot",0.022
"Llama 3.1 8B","P76037","PUUP","ecoli","molecular_function","P4_cot",0
"Llama 3.1 8B","P76037","PUUP","ecoli","biological_process","P1_zeroshot",0.194
"Llama 3.1 8B","P76037","PUUP","ecoli","biological_process","P2_constrained",0.304
"Llama 3.1 8B","P76037","PUUP","ecoli","biological_process","P3_fewshot",0.194
"Llama 3.1 8B","P76037","PUUP","ecoli","biological_process","P4_cot",0.267
"Llama 3.1 8B","P76037","PUUP","ecoli","biological_process","P5_selection",0.28
"Llama 3.1 8B","P76037","PUUP","ecoli","cellular_component","P1_zeroshot",1
"Llama 3.1 8B","P76037","PUUP","ecoli","cellular_component","P2_constrained",1
"Llama 3.1 8B","P76037","PUUP","ecoli","cellular_component","P3_fewshot",1
"Llama 3.1 8B","P76037","PUUP","ecoli","cellular_component","P4_cot",0.687
"Llama 3.1 8B","P76037","PUUP","ecoli","cellular_component","P5_selection",1
"Llama 3.1 8B","P30128","GREB","ecoli","molecular_function","P1_zeroshot",0.147
"Llama 3.1 8B","P30128","GREB","ecoli","molecular_function","P2_constrained",0.147
"Llama 3.1 8B","P30128","GREB","ecoli","molecular_function","P3_fewshot",0.147
"Llama 3.1 8B","P30128","GREB","ecoli","molecular_function","P4_cot",0.121
"Llama 3.1 8B","P30128","GREB","ecoli","molecular_function","P5_selection",0.224
"Llama 3.1 8B","P30128","GREB","ecoli","biological_process","P1_zeroshot",0.456
"Llama 3.1 8B","P30128","GREB","ecoli","biological_process","P2_constrained",0.693
"Llama 3.1 8B","P30128","GREB","ecoli","biological_process","P3_fewshot",0.593
"Llama 3.1 8B","P30128","GREB","ecoli","biological_process","P4_cot",0.495
"Llama 3.1 8B","P30128","GREB","ecoli","biological_process","P5_selection",0.908
"Llama 3.1 8B","P32664","NUDC","ecoli","molecular_function","P1_zeroshot",0.245
"Llama 3.1 8B","P32664","NUDC","ecoli","molecular_function","P2_constrained",0.291
"Llama 3.1 8B","P32664","NUDC","ecoli","molecular_function","P3_fewshot",0.42
"Llama 3.1 8B","P32664","NUDC","ecoli","molecular_function","P4_cot",0.281
"Llama 3.1 8B","P32664","NUDC","ecoli","molecular_function","P5_selection",0.298
"Llama 3.1 8B","P32664","NUDC","ecoli","biological_process","P1_zeroshot",0.197
"Llama 3.1 8B","P32664","NUDC","ecoli","biological_process","P2_constrained",0.206
"Llama 3.1 8B","P32664","NUDC","ecoli","biological_process","P3_fewshot",0.183
"Llama 3.1 8B","P32664","NUDC","ecoli","biological_process","P4_cot",0.03
"Llama 3.1 8B","P32664","NUDC","ecoli","biological_process","P5_selection",0.296
"Llama 3.1 8B","P05050","ALKB","ecoli","molecular_function","P1_zeroshot",0.282
"Llama 3.1 8B","P05050","ALKB","ecoli","molecular_function","P2_constrained",0.465
"Llama 3.1 8B","P05050","ALKB","ecoli","molecular_function","P3_fewshot",0.515
"Llama 3.1 8B","P05050","ALKB","ecoli","molecular_function","P4_cot",0.36
"Llama 3.1 8B","P05050","ALKB","ecoli","molecular_function","P5_selection",0.376
"Llama 3.1 8B","P05050","ALKB","ecoli","biological_process","P1_zeroshot",0.289
"Llama 3.1 8B","P05050","ALKB","ecoli","biological_process","P2_constrained",0.502
"Llama 3.1 8B","P05050","ALKB","ecoli","biological_process","P3_fewshot",0.476
"Llama 3.1 8B","P05050","ALKB","ecoli","biological_process","P4_cot",0.564
"Llama 3.1 8B","P05050","ALKB","ecoli","biological_process","P5_selection",0.563
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","molecular_function","P1_zeroshot",0.113
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","molecular_function","P2_constrained",0.113
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","molecular_function","P3_fewshot",0.405
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","molecular_function","P4_cot",0.061
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","molecular_function","P5_selection",0.437
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","biological_process","P1_zeroshot",0.147
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","biological_process","P2_constrained",0.147
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","biological_process","P3_fewshot",0.112
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","biological_process","P4_cot",0.052
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","biological_process","P5_selection",0.156
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","cellular_component","P1_zeroshot",0.635
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","cellular_component","P2_constrained",0.371
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","cellular_component","P3_fewshot",0.681
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","cellular_component","P4_cot",0.311
"Llama 3.1 8B","P0ABV2","EXBD","ecoli","cellular_component","P5_selection",0.851
"Llama 3.1 8B","P37773","MPL","ecoli","molecular_function","P1_zeroshot",0.195
"Llama 3.1 8B","P37773","MPL","ecoli","molecular_function","P2_constrained",0.222
"Llama 3.1 8B","P37773","MPL","ecoli","molecular_function","P3_fewshot",0.356
"Llama 3.1 8B","P37773","MPL","ecoli","molecular_function","P4_cot",0.301
"Llama 3.1 8B","P37773","MPL","ecoli","molecular_function","P5_selection",0.176
"Llama 3.1 8B","P37773","MPL","ecoli","biological_process","P1_zeroshot",0.186
"Llama 3.1 8B","P37773","MPL","ecoli","biological_process","P2_constrained",0.186
"Llama 3.1 8B","P37773","MPL","ecoli","biological_process","P3_fewshot",0.16
"Llama 3.1 8B","P37773","MPL","ecoli","biological_process","P4_cot",0
"Llama 3.1 8B","P37773","MPL","ecoli","cellular_component","P1_zeroshot",0.342
"Llama 3.1 8B","P37773","MPL","ecoli","cellular_component","P2_constrained",0.412
"Llama 3.1 8B","P37773","MPL","ecoli","cellular_component","P3_fewshot",0.841
"Llama 3.1 8B","P37773","MPL","ecoli","cellular_component","P4_cot",0
"Llama 3.1 8B","P37773","MPL","ecoli","cellular_component","P5_selection",1
"Llama 3.1 8B","P56976","BLR","ecoli","biological_process","P1_zeroshot",0.563
"Llama 3.1 8B","P56976","BLR","ecoli","biological_process","P2_constrained",0.222
"Llama 3.1 8B","P56976","BLR","ecoli","biological_process","P3_fewshot",0.057
"Llama 3.1 8B","P56976","BLR","ecoli","biological_process","P4_cot",0.141
"Llama 3.1 8B","P56976","BLR","ecoli","biological_process","P5_selection",0.331
"Llama 3.1 8B","P56976","BLR","ecoli","cellular_component","P1_zeroshot",0.323
"Llama 3.1 8B","P56976","BLR","ecoli","cellular_component","P2_constrained",0.516
"Llama 3.1 8B","P56976","BLR","ecoli","cellular_component","P3_fewshot",0.481
"Llama 3.1 8B","P56976","BLR","ecoli","cellular_component","P4_cot",0.522
"Llama 3.1 8B","P56976","BLR","ecoli","cellular_component","P5_selection",0.706
"Llama 3.1 8B","Q0T963","CDIA","ecoli","molecular_function","P1_zeroshot",0.09
"Llama 3.1 8B","Q0T963","CDIA","ecoli","molecular_function","P2_constrained",0.109
"Llama 3.1 8B","Q0T963","CDIA","ecoli","molecular_function","P3_fewshot",0.201
"Llama 3.1 8B","Q0T963","CDIA","ecoli","molecular_function","P4_cot",0.037
"Llama 3.1 8B","Q0T963","CDIA","ecoli","molecular_function","P5_selection",0.351
"Llama 3.1 8B","Q0T963","CDIA","ecoli","cellular_component","P1_zeroshot",0
"Llama 3.1 8B","Q0T963","CDIA","ecoli","cellular_component","P2_constrained",0
"Llama 3.1 8B","Q0T963","CDIA","ecoli","cellular_component","P3_fewshot",0
"Llama 3.1 8B","Q0T963","CDIA","ecoli","cellular_component","P4_cot",0
"Llama 3.1 8B","Q0T963","CDIA","ecoli","cellular_component","P5_selection",0
"Llama 3.1 8B","P19318","NARY","ecoli","molecular_function","P1_zeroshot",0.387
"Llama 3.1 8B","P19318","NARY","ecoli","molecular_function","P2_constrained",0.491
"Llama 3.1 8B","P19318","NARY","ecoli","molecular_function","P3_fewshot",0.387
"Llama 3.1 8B","P19318","NARY","ecoli","molecular_function","P4_cot",0.387
"Llama 3.1 8B","P19318","NARY","ecoli","molecular_function","P5_selection",0.357
"Llama 3.1 8B","P19318","NARY","ecoli","biological_process","P1_zeroshot",0.266
"Llama 3.1 8B","P19318","NARY","ecoli","biological_process","P2_constrained",0.286
"Llama 3.1 8B","P19318","NARY","ecoli","biological_process","P3_fewshot",0.123
"Llama 3.1 8B","P19318","NARY","ecoli","biological_process","P4_cot",0.266
"Llama 3.1 8B","P19318","NARY","ecoli","cellular_component","P1_zeroshot",0.307
"Llama 3.1 8B","P19318","NARY","ecoli","cellular_component","P2_constrained",0.303
"Llama 3.1 8B","P19318","NARY","ecoli","cellular_component","P3_fewshot",0.312
"Llama 3.1 8B","P19318","NARY","ecoli","cellular_component","P4_cot",0.273
"Llama 3.1 8B","P19318","NARY","ecoli","cellular_component","P5_selection",0.609
"Llama 3.1 8B","P03004","DNAA","ecoli","molecular_function","P1_zeroshot",0.237
"Llama 3.1 8B","P03004","DNAA","ecoli","molecular_function","P2_constrained",0.227
"Llama 3.1 8B","P03004","DNAA","ecoli","molecular_function","P3_fewshot",0.715
"Llama 3.1 8B","P03004","DNAA","ecoli","molecular_function","P4_cot",0.536
"Llama 3.1 8B","P03004","DNAA","ecoli","molecular_function","P5_selection",0.757
"Llama 3.1 8B","P03004","DNAA","ecoli","biological_process","P1_zeroshot",0.358
"Llama 3.1 8B","P03004","DNAA","ecoli","biological_process","P2_constrained",0.458
"Llama 3.1 8B","P03004","DNAA","ecoli","biological_process","P3_fewshot",0.393
"Llama 3.1 8B","P03004","DNAA","ecoli","biological_process","P4_cot",0.241
"Llama 3.1 8B","P03004","DNAA","ecoli","biological_process","P5_selection",0.37
"Llama 3.1 8B","P03004","DNAA","ecoli","cellular_component","P1_zeroshot",0.423
"Llama 3.1 8B","P03004","DNAA","ecoli","cellular_component","P2_constrained",0.385
"Llama 3.1 8B","P03004","DNAA","ecoli","cellular_component","P3_fewshot",0.355
"Llama 3.1 8B","P03004","DNAA","ecoli","cellular_component","P4_cot",0.412
"Llama 3.1 8B","P03004","DNAA","ecoli","cellular_component","P5_selection",0.535
"Llama 3.1 8B","P0A959","ALAA","ecoli","molecular_function","P1_zeroshot",0.357
"Llama 3.1 8B","P0A959","ALAA","ecoli","molecular_function","P2_constrained",0.261
"Llama 3.1 8B","P0A959","ALAA","ecoli","molecular_function","P3_fewshot",0.281
"Llama 3.1 8B","P0A959","ALAA","ecoli","molecular_function","P4_cot",0.227
"Llama 3.1 8B","P0A959","ALAA","ecoli","molecular_function","P5_selection",0.366
"Llama 3.1 8B","P0A959","ALAA","ecoli","biological_process","P1_zeroshot",0.107
"Llama 3.1 8B","P0A959","ALAA","ecoli","biological_process","P2_constrained",0.098
"Llama 3.1 8B","P0A959","ALAA","ecoli","biological_process","P3_fewshot",0.178
"Llama 3.1 8B","P0A959","ALAA","ecoli","biological_process","P4_cot",0.359
"Llama 3.1 8B","P30011","NADC","ecoli","molecular_function","P1_zeroshot",0.319
"Llama 3.1 8B","P30011","NADC","ecoli","molecular_function","P2_constrained",0.232
"Llama 3.1 8B","P30011","NADC","ecoli","molecular_function","P3_fewshot",0.319
"Llama 3.1 8B","P30011","NADC","ecoli","molecular_function","P4_cot",0.319
"Llama 3.1 8B","P30011","NADC","ecoli","molecular_function","P5_selection",0.573
"Llama 3.1 8B","P30011","NADC","ecoli","biological_process","P1_zeroshot",0.165
"Llama 3.1 8B","P30011","NADC","ecoli","biological_process","P2_constrained",0.217
"Llama 3.1 8B","P30011","NADC","ecoli","biological_process","P3_fewshot",0.157
"Llama 3.1 8B","P30011","NADC","ecoli","biological_process","P4_cot",0.147
"Llama 3.1 8B","P30011","NADC","ecoli","biological_process","P5_selection",0.092
"Llama 3.1 8B","P30011","NADC","ecoli","cellular_component","P1_zeroshot",0.405
"Llama 3.1 8B","P30011","NADC","ecoli","cellular_component","P2_constrained",1
"Llama 3.1 8B","P30011","NADC","ecoli","cellular_component","P3_fewshot",0.71
"Llama 3.1 8B","P30011","NADC","ecoli","cellular_component","P4_cot",0.671
"Llama 3.1 8B","P30011","NADC","ecoli","cellular_component","P5_selection",0.894
"Llama 3.1 8B","P07649","TRUA","ecoli","molecular_function","P1_zeroshot",0.251
"Llama 3.1 8B","P07649","TRUA","ecoli","molecular_function","P2_constrained",0.254
"Llama 3.1 8B","P07649","TRUA","ecoli","molecular_function","P3_fewshot",0.171
"Llama 3.1 8B","P07649","TRUA","ecoli","molecular_function","P4_cot",0.095
"Llama 3.1 8B","P07649","TRUA","ecoli","molecular_function","P5_selection",0.483
"Llama 3.1 8B","P07649","TRUA","ecoli","biological_process","P1_zeroshot",0.221
"Llama 3.1 8B","P07649","TRUA","ecoli","biological_process","P2_constrained",0.243
"Llama 3.1 8B","P07649","TRUA","ecoli","biological_process","P3_fewshot",0.221
"Llama 3.1 8B","P07649","TRUA","ecoli","biological_process","P4_cot",0.243
"Llama 3.1 8B","P07649","TRUA","ecoli","biological_process","P5_selection",0.243
"Llama 3.1 8B","P10907","UGPC","ecoli","molecular_function","P1_zeroshot",0.056
"Llama 3.1 8B","P10907","UGPC","ecoli","molecular_function","P2_constrained",0.164
"Llama 3.1 8B","P10907","UGPC","ecoli","molecular_function","P3_fewshot",0.308
"Llama 3.1 8B","P10907","UGPC","ecoli","molecular_function","P4_cot",0.164
"Llama 3.1 8B","P10907","UGPC","ecoli","molecular_function","P5_selection",0.136
"Llama 3.1 8B","P10907","UGPC","ecoli","biological_process","P1_zeroshot",0.166
"Llama 3.1 8B","P10907","UGPC","ecoli","biological_process","P2_constrained",0.205
"Llama 3.1 8B","P10907","UGPC","ecoli","biological_process","P3_fewshot",0.175
"Llama 3.1 8B","P10907","UGPC","ecoli","biological_process","P4_cot",0.205
"Llama 3.1 8B","P10907","UGPC","ecoli","biological_process","P5_selection",0.297
"Llama 3.1 8B","P10907","UGPC","ecoli","cellular_component","P1_zeroshot",0.653
"Llama 3.1 8B","P10907","UGPC","ecoli","cellular_component","P2_constrained",0.649
"Llama 3.1 8B","P10907","UGPC","ecoli","cellular_component","P3_fewshot",0.649
"Llama 3.1 8B","P10907","UGPC","ecoli","cellular_component","P4_cot",0.447
"Llama 3.1 8B","P10907","UGPC","ecoli","cellular_component","P5_selection",0.684
"Llama 3.1 8B","P08312","SYFA","ecoli","biological_process","P1_zeroshot",0.8
"Llama 3.1 8B","P08312","SYFA","ecoli","biological_process","P2_constrained",0.8
"Llama 3.1 8B","P08312","SYFA","ecoli","biological_process","P3_fewshot",0.8
"Llama 3.1 8B","P08312","SYFA","ecoli","biological_process","P4_cot",0.8
"Llama 3.1 8B","P08312","SYFA","ecoli","biological_process","P5_selection",0.8
"Llama 3.1 8B","P08312","SYFA","ecoli","cellular_component","P1_zeroshot",0.718
"Llama 3.1 8B","P08312","SYFA","ecoli","cellular_component","P2_constrained",0.404
"Llama 3.1 8B","P08312","SYFA","ecoli","cellular_component","P3_fewshot",0.712
"Llama 3.1 8B","P08312","SYFA","ecoli","cellular_component","P4_cot",0.362
"Llama 3.1 8B","P08312","SYFA","ecoli","cellular_component","P5_selection",0.762
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","molecular_function","P1_zeroshot",0.428
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","molecular_function","P2_constrained",0.65
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","molecular_function","P3_fewshot",0.406
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","molecular_function","P4_cot",0.488
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","molecular_function","P5_selection",0.388
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","biological_process","P1_zeroshot",0.178
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","biological_process","P2_constrained",0
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","biological_process","P3_fewshot",0.141
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","biological_process","P4_cot",0.135
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","biological_process","P5_selection",0.388
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","cellular_component","P1_zeroshot",0.357
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","cellular_component","P2_constrained",1
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","cellular_component","P3_fewshot",0.357
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","cellular_component","P4_cot",0.307
"Llama 3.1 8B","P0A7B1","PPK1","ecoli","cellular_component","P5_selection",0.637
"Llama 3.1 8B","P0AES6","GYRB","ecoli","molecular_function","P1_zeroshot",0.691
"Llama 3.1 8B","P0AES6","GYRB","ecoli","molecular_function","P2_constrained",0.489
"Llama 3.1 8B","P0AES6","GYRB","ecoli","molecular_function","P3_fewshot",0.352
"Llama 3.1 8B","P0AES6","GYRB","ecoli","molecular_function","P4_cot",0.293
"Llama 3.1 8B","P0AES6","GYRB","ecoli","molecular_function","P5_selection",0.514
"Llama 3.1 8B","P0AES6","GYRB","ecoli","biological_process","P1_zeroshot",0.402
"Llama 3.1 8B","P0AES6","GYRB","ecoli","biological_process","P2_constrained",0.297
"Llama 3.1 8B","P0AES6","GYRB","ecoli","biological_process","P3_fewshot",0.337
"Llama 3.1 8B","P0AES6","GYRB","ecoli","biological_process","P4_cot",0.414
"Llama 3.1 8B","P0AES6","GYRB","ecoli","biological_process","P5_selection",0.442
"Llama 3.1 8B","P0AES6","GYRB","ecoli","cellular_component","P1_zeroshot",0.328
"Llama 3.1 8B","P0AES6","GYRB","ecoli","cellular_component","P2_constrained",0.376
"Llama 3.1 8B","P0AES6","GYRB","ecoli","cellular_component","P3_fewshot",0.299
"Llama 3.1 8B","P0AES6","GYRB","ecoli","cellular_component","P4_cot",0.316
"Llama 3.1 8B","P0AES6","GYRB","ecoli","cellular_component","P5_selection",0.359
"Llama 3.1 8B","Q46899","CASC","ecoli","molecular_function","P1_zeroshot",0.481
"Llama 3.1 8B","Q46899","CASC","ecoli","molecular_function","P2_constrained",0.577
"Llama 3.1 8B","Q46899","CASC","ecoli","molecular_function","P3_fewshot",0.25
"Llama 3.1 8B","Q46899","CASC","ecoli","molecular_function","P4_cot",0.055
"Llama 3.1 8B","Q46899","CASC","ecoli","molecular_function","P5_selection",0.742
"Llama 3.1 8B","Q46899","CASC","ecoli","biological_process","P1_zeroshot",0.44
"Llama 3.1 8B","Q46899","CASC","ecoli","biological_process","P2_constrained",0.01
"Llama 3.1 8B","Q46899","CASC","ecoli","biological_process","P3_fewshot",0.068
"Llama 3.1 8B","Q46899","CASC","ecoli","biological_process","P4_cot",0.019
"Llama 3.1 8B","Q46899","CASC","ecoli","biological_process","P5_selection",0.05
"Llama 3.1 8B","Q46899","CASC","ecoli","cellular_component","P1_zeroshot",0.234
"Llama 3.1 8B","Q46899","CASC","ecoli","cellular_component","P2_constrained",0.306
"Llama 3.1 8B","Q46899","CASC","ecoli","cellular_component","P3_fewshot",0.323
"Llama 3.1 8B","Q46899","CASC","ecoli","cellular_component","P4_cot",0.259
"Llama 3.1 8B","Q46899","CASC","ecoli","cellular_component","P5_selection",0.259
"Llama 3.1 8B","P76399","MDTC","ecoli","molecular_function","P1_zeroshot",0.452
"Llama 3.1 8B","P76399","MDTC","ecoli","molecular_function","P2_constrained",0
"Llama 3.1 8B","P76399","MDTC","ecoli","molecular_function","P3_fewshot",0.097
"Llama 3.1 8B","P76399","MDTC","ecoli","molecular_function","P4_cot",0.452
"Llama 3.1 8B","P76399","MDTC","ecoli","molecular_function","P5_selection",0.097
"Llama 3.1 8B","P76399","MDTC","ecoli","biological_process","P1_zeroshot",0.298
"Llama 3.1 8B","P76399","MDTC","ecoli","biological_process","P2_constrained",0.373
"Llama 3.1 8B","P76399","MDTC","ecoli","biological_process","P3_fewshot",0.366
"Llama 3.1 8B","P76399","MDTC","ecoli","biological_process","P4_cot",0
"Llama 3.1 8B","P76399","MDTC","ecoli","biological_process","P5_selection",0.506
"Llama 3.1 8B","P76399","MDTC","ecoli","cellular_component","P1_zeroshot",0.701
"Llama 3.1 8B","P76399","MDTC","ecoli","cellular_component","P2_constrained",0.583
